subj_id,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,specimen_id
,F,F,F,F,F,F,F,F,F,F,F,F,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,
,d,d,d,d,d,d,d,v,v,v,v,v,v,v,d,d,d,d,d,d,d,v,v,v,v,v,v,v,
,ll4,ll7,lv,s,t,ws,wv,ll4,ll7,lv,s,t,ws,wv,ll4,ll7,lv,s,t,ws,wv,ll4,ll7,lv,s,t,ws,wv,
66,0.124273,0.132503,0.134972,0.167910153430339,-0.044902928269769,0.139919682017935,0.088061,0.1221,0.104775,0.13097303683172,0.176210421087971,-0.022736315793663,0.13560400298295,0.059491596045156,0.10884,0.104305,0.117003,0.159632,-0.0303401885286,0.119314462430168,0.069839,0.096835,0.08507,0.07602,0.162320775780551,-0.0208575380679,0.120419423786198,0.040725,1
67,0.170156,0.178416,0.179242,0.240000977131344,-0.058509268190068,0.180079366613724,0.07847,0.171339114654512,0.178492160151124,0.1584,0.262154054183795,-0.036213357119629,0.176580838428183,0.053625,0.156176,0.168208329812088,0.171612,0.224635970227388,-0.056595549984701,0.167360435802492,0.069916,0.16107,0.16562,0.15834,0.249764747712723,-0.033306,0.165742454730223,0.05278,1
68,0.166044,0.178374,0.193992,0.260905700550984,-0.034826076217772,0.180288044029547,0.078912,0.167380475542553,0.163313,0.179893,0.265747196412304,-0.035062110371826,0.179961751839106,0.071294,0.146313908952679,0.165199621442129,0.152097651613414,0.252278100288154,-0.030803874503106,0.162461904814637,0.066061735861238,0.156791906368955,0.153911095027603,0.161624,0.257124373982709,-0.037881124481726,0.162448280114011,0.051756,1
69,0.146672,0.151616,0.166448,0.248570905328842,-0.013628582094922,0.182111456860901,0.07828,0.157379100881498,0.150514,0.155476,0.250647860716983,-0.035839576769553,0.181205494646272,0.055409,0.134845,0.147515,0.143895,0.239091340077386,-0.017306745371844,0.171066546261974,0.066065,0.14196,0.13468,0.14651,0.2366,-0.032110197425272,0.172986189044097,0.04823,1
70,0.1485,0.139425,0.16995,0.24090565061866,0.007686313710416,0.160894037335136,0.073425,0.14076,0.146556,0.147818243526656,0.246055354455049,-0.017649741104039,0.159823304533475,0.059621749722731,0.13166,0.12712,0.151636,0.230746365345155,0.00199322515596,0.152716854446391,0.06356,0.128724888611547,0.130179650804323,0.1373975529149,0.232305347334064,-0.018629480080103,0.150586585342121,0.051730814772242,1
71,0.163746,0.151341,0.168708,0.217507288882465,0.028410458264398,0.169633807791961,0.081046,0.153088,0.168064,0.145948824099087,0.213225871600985,-0.02680392482149,0.169746351949018,0.0549183026686,0.132422,0.134236,0.157818,0.211712141279143,0.022658668118405,0.160579989117574,0.066211,0.137712,0.143420890514769,0.13137,0.20113404053019,-0.022749423845256,0.156905494320626,0.0453,1
72,0.169796,0.177968,0.192496,0.283297455124468,-0.033880399130408,0.173890890112162,0.087168,0.158725,0.168702,0.160867966938423,0.288598506588305,-0.036924400396376,0.170554591377658,0.067215982533918,0.14651,0.12285,0.1456,0.272128040819023,0.005228083263636,0.14524979759022,0.06825,0.144213,0.151469,0.15498647575149,0.272065229445073,-0.026053676837535,0.143317480552792,0.05725605876237,1
73,0.153216,0.149568,0.162336,0.262757313793546,-0.006933219869814,0.16781047824257,0.089376,0.149655,0.146027,0.149856843978674,0.265752547777063,-0.015749930598138,0.16633746967235,0.068937966847014,0.13605,0.134236,0.156004,0.241304618416225,-0.014103840749483,0.139129188059156,0.074374,0.134976,0.125856,0.125640304926691,0.265844480251142,0.045656927089031,0.140202018359223,0.050193152680421,1
74,0.166348,0.157208,0.158122,0.284306895400024,-0.006431662924144,0.169129519706052,0.085002,0.153283,0.164167,0.158003418281755,0.288484464200414,-0.005821340798723,0.167134285662757,0.066310322763504,0.121002,0.122808,0.139062,0.264800804638128,0.048680448403456,0.145057330890238,0.064113,0.13923,0.13377,0.139292668005547,0.276593598082096,0.018017080784633,0.145713705601086,0.056537297423913,1
75,0.160125,0.156465,0.167445,0.260781420973581,0.000258801081914,0.171400773773049,0.09333,0.15288,0.15561,0.168945648118386,0.259364368023057,-0.036625799925223,0.168372133680131,0.068401498521597,0.119196,0.13545,0.142674,0.246545460118413,0.015477101316765,0.149325732926378,0.074046,0.137864,0.13605,0.153283,0.247692384061359,-0.02828116080799,0.153293733352019,0.059862,1
76,0.152638,0.153552,0.14624,0.247709176656821,-0.028897874765957,0.16559551231842,0.090486,0.151724,0.159036,0.148601237381994,0.241987433591085,-0.029358072569214,0.158124641596432,0.063986528238372,0.14464,0.143736,0.139216,0.237235850376793,-0.029114517554264,0.141026897406133,0.073224,0.133623,0.125442,0.136998707884287,0.232732404516432,-0.009256121474082,0.142898153777437,0.051820973070756,1
77,0.124621576349795,0.135795,0.134149,0.164618516458508,-0.033157484719078,0.137443464049768,0.083123,0.125704,0.117434,0.137606467101061,0.135370578878869,0.041570214086754,0.134925246421861,0.061471194270162,0.094722785092908,0.11703869770702,0.1167490716476,0.167055,-0.015504573655708,0.125155930302962,0.071016228180607,0.106436,0.102828,0.13445041474566,0.137769981186033,0.038151491094228,0.12365627188299,0.051024825330421,1
78,0.159225,0.1584,0.17985,0.217665583522062,-0.048297922517536,0.167475,0.08085,0.167187208801415,0.169682038326098,0.174688,0.224976145224333,-0.042764244740555,0.164009122282878,0.07004,0.12467,0.12014840522994,0.174777712318839,0.208898027037117,-0.024664371079355,0.170172433137685,0.073259239007787,0.146027,0.142399,0.157818,0.221146242113675,-0.03953593368852,0.163282673425566,0.059862,1
79,0.145552,0.162919,0.144725,0.206521621865605,-0.062561869087573,0.160644616956187,0.086008,0.153945755681024,0.143616983590839,0.143071,0.241026167021342,-0.014275586062661,0.161127107713134,0.066987,0.130273,0.123896,0.147582,0.203675234589284,-0.04333156721821,0.157613531440038,0.07288,0.139383,0.131184,0.153959,0.219013570440281,-0.017390880942406,0.156956602167605,0.062859,1
80,0.159611,0.160438,0.157957,0.227128590476849,-0.017811692223074,0.153030757983485,0.088489,0.17015,0.16849,0.15272,0.237393059081347,-0.031874700061481,0.151096479111857,0.05893,0.1365,0.13832,0.15197,0.213060521448719,-0.009197394805052,0.153792692284126,0.07189,0.143184,0.148656,0.135888,0.225280614771888,-0.033058046582887,0.150579458041261,0.05016,1
81,0.171186,0.147918,0.181989,0.217159873572444,-0.052296910429776,0.162523715961702,0.092241,0.150411,0.1662,0.160383,0.225489059311089,-0.028647608333323,0.159867640909597,0.068142,0.12231,0.132276,0.153114,0.210521728446258,-0.020779716733046,0.163645270325787,0.069762,0.13195,0.14105,0.15015,0.209396912345908,-0.028080541661442,0.157282647803246,0.06188,1
82,0.156604,0.165767,0.164101,0.208378242513464,-0.0386512,0.159137886227636,0.089964,0.166227,0.167881,0.152472886977778,0.215847,-0.031303612450995,0.156338001372027,0.066992104743768,0.12712,0.137108,0.153037461357834,0.195759830363637,-0.031237271717166,0.151646873861613,0.071737746605257,0.140448,0.139352817057817,0.147744,0.198918469006777,-0.033990861109994,0.147845298606347,0.05928,1
83,0.107813,0.119575117912629,0.127978013671743,0.127200767104605,-0.056042242025238,0.132809353921326,0.077366377535723,0.115231,0.115231,0.123521,0.144932816039019,-0.024729896446574,0.134798560971547,0.056372,0.09412,0.11222,0.131225,0.113038086612433,-0.050841603908028,0.123928837644836,0.069685,0.1001,0.09646,0.13195,0.137710994840644,-0.02698137726315,0.122214727835887,0.05278,1
84,0.13152,0.128232,0.127012811340981,0.172365383647645,-0.042496062696082,0.137296147913916,0.086313914196959,0.11703,0.11703,0.11205,0.190071812218435,-0.027015817026148,0.134483053579252,0.05395,0.116224,0.111684,0.120764,0.168607067420082,-0.038183188910731,0.120794717897762,0.075364,0.107144,0.101359140183169,0.109708863097592,0.181656741135582,-0.021133862287634,0.121104872304957,0.052695301042882,1
85,0.170704,0.161624,0.17706,0.264304435679767,-0.054170251814973,0.162123139372515,0.08626,0.175051,0.197726,0.189563,0.292996098516687,-0.029245370784451,0.157859695641414,0.068025,0.15925,0.15834,0.17108,0.241156867826732,-0.043202121724445,0.141624186140645,0.06916,0.147096,0.179784,0.177968,0.272294046060504,-0.03199831164346,0.138427570548645,0.051756,1
86,0.17836,0.172860826552223,0.17017,0.304024449345772,0.023464443127748,0.148399768867745,0.07462,0.17654,0.218400948654203,0.1638,0.254360871597815,-0.037431959206005,0.147231700730515,0.06279,0.156348,0.155439,0.160893,0.285751491161463,0.019056059509537,0.12910680312439,0.059994,0.15453,0.153621,0.147258,0.240649917365454,-0.041645061248651,0.127807468831051,0.046359,1
87,0.17328,0.161424,0.176928,0.185519720569,-0.026969947999073,0.138398817104771,0.078432,0.158688,0.16416,0.161424,0.172486181707405,-0.043289973386067,0.139055328959375,0.066576,0.149404,0.121163,0.170357,0.174353595629686,-0.027012847300813,0.130017925106502,0.062859,0.141205,0.143027,0.146671,0.163640554221745,-0.034548043073515,0.121440092926513,0.04555,1
88,0.177316,0.145326,0.197424,0.211260576776643,-0.040512747657962,0.14542656269059,0.083174,0.16434,0.170503619912226,0.176209,0.21882497847595,-0.039851266944758,0.142011860018803,0.074866,0.151803,0.126351,0.175437,0.197453966749215,-0.042117407016682,0.137358291901144,0.068175,0.143306,0.146750989785213,0.17233,0.208698709399459,-0.036726170547733,0.130762224916067,0.06349,1
89,0.156864,0.149568,0.1824,0.19426456319154,-0.041777015252301,0.147309880727669,0.078432,0.163226,0.171479,0.151305,0.193626021146436,-0.035565927390558,0.143980681054786,0.055937,0.157123145984132,0.141500721959719,0.162216831591081,0.182309256204944,-0.03662104695444,0.12309162961794,0.061595918598557,0.143563290172719,0.15460629881523,0.17271,0.179089149018024,-0.030449191019355,0.123677459029526,0.049995,1
90,0.154105,0.161621069291813,0.179095,0.263417729092026,0.042496405275104,0.181956642489358,0.094962,0.1551,0.165,0.15345,0.207914731620922,-0.042803962747865,0.176783082123262,0.078375,0.130752,0.128028,0.13166,0.247111161544759,0.052933063333291,0.171621608196637,0.074456,0.143622,0.140895,0.167256,0.202709038106346,-0.031254075968401,0.169425505576935,0.071811,1
91,0.161408,0.168896,0.171392,0.321494532357861,0.052635102360447,0.188048565641964,0.094016,0.156228,0.169524,0.154566,0.340138969036187,0.01698638015369,0.188615033963361,0.081438,0.126351,0.140895,0.143163570063637,0.30499625404257,0.052059812224637,0.184535955447712,0.080906106580406,0.147906,0.148819,0.144254,0.325593004705261,0.017725444770377,0.184868409956921,0.071214,1
92,0.160826,0.160826,0.186525,0.277857254611068,0.010679193535564,0.190101467603488,0.092848,0.160632,0.171396,0.15732,0.270176793318745,-0.054014280421458,0.187217739544093,0.065412,0.138771,0.134236,0.156004,0.271581003372843,0.028970848157703,0.187803762544844,0.079816,0.149985,0.149076,0.147258,0.256378289386992,-0.046584283620488,0.181836356364727,0.062721,1
93,0.170765,0.165767,0.181292841205667,0.312402765432702,0.056205560805632,0.189400827669786,0.096631590450536,0.171396,0.172224,0.16353363259238,0.308056061910815,-0.023572918416104,0.186364388872982,0.073696651538588,0.132276,0.127746,0.156738,0.301927813372667,0.062170661187894,0.187649201245302,0.080634,0.14833,0.1456,0.15743,0.295755599946983,-0.012709533635147,0.187832905796615,0.06643,1
94,0.122451,0.125783,0.135321199916095,0.238383584887886,0.025359715373312,0.140658654397801,0.074141679627589,0.11536,0.122867556664504,0.132664,0.213668776942257,-0.009528139092939,0.143338109935913,0.067568,0.119724,0.11791,0.14267761312052,0.249703540835928,0.049338819087837,0.170887080266473,0.054336794725122,0.12472825678579,0.131541127320934,0.148214346423378,0.24927575314298,0.01268644007043,0.171143061565463,0.054474816566924,1
95,0.132422,0.147841,0.151469,0.303243347608814,0.032516246027758,0.171478178949976,0.084351,0.14469,0.14651,0.15561,0.302285782828105,0.047297891046416,0.17005073360618,0.07462,0.119856,0.121672,0.148004,0.283441475468923,0.037239071524408,0.148340635565579,0.073548,0.131805,0.126168624013108,0.129890114286419,0.285543219560542,0.046920701852413,0.149543623284311,0.056387314956469,1
96,0.174144,0.155097,0.149655,0.294142211571206,0.018559620111747,0.180100603610871,0.104305,0.152304,0.154128,0.138624,0.278340846129346,0.026027860648705,0.176928,0.0684,0.142713,0.128057918993804,0.130448625761084,0.273646746565714,0.028807505763929,0.149618196928048,0.086359784078007,0.131805,0.130896,0.124533,0.261239072334136,0.03000123746294,0.15364520223554,0.056358,1
97,0.166888,0.147841,0.167795,0.311101,0.032652,0.188969700724746,0.082537,0.14656,0.172208,0.16946,0.341687645547801,0.056460890465149,0.185950256143948,0.075112,0.144213,0.129701,0.157027448715544,0.301289236291309,0.027249548914606,0.161537693062641,0.069891986393291,0.143027,0.159425,0.148135998120238,0.321994364373043,0.046441557062107,0.159864277667026,0.058332461803013,1
98,0.15419,0.147841,0.168702,0.317171299087733,0.020281136555923,0.1845583426589,0.078909,0.154728,0.173148,0.168543,0.321904981387365,0.025712041072115,0.18155150447738,0.069996,0.13213,0.14299,0.151135,0.299785945717941,0.021520009906967,0.162547674545039,0.067875,0.13695,0.146993,0.156123,0.303906968001722,0.047565105512363,0.163490744551488,0.056606,1
99,0.14924,0.16653,0.166760027721339,0.32582575097742,0.029398021111821,0.197041793790048,0.078281159930088,0.16192,0.16008,0.16192,0.308436088679648,0.015882105965299,0.19215670688269,0.06256,0.137043010138973,0.133496,0.140712,0.302363800538358,0.0467236,0.166909000847767,0.06314,0.148493,0.138472,0.149404,0.293342,0.026372044671646,0.167609146080994,0.053749,1
100,0.147101346151661,0.146188,0.160716,0.188898919848685,-0.055244740137548,0.153000020758168,0.102604,0.13756,0.129415,0.131225,0.218196982678496,-0.029554367957063,0.155504704510828,0.06878,0.129078,0.117152571557515,0.139986,0.174565870891191,-0.042778704087087,0.130066433771361,0.083628,0.114534,0.114534,0.124533,0.200384509071934,-0.015633085059859,0.129282682784664,0.055449,1
101,0.133152,0.146832,0.15504,0.21353268152674,-0.039171612889002,0.168164490901022,0.087552,0.130032,0.141771,0.132648077136078,0.210633339455082,-0.041950179215109,0.163482906730337,0.064170206872037,0.11817,0.130896,0.138168,0.190777423947384,-0.032073262863929,0.128172223363723,0.07272,0.12768,0.128592,0.116649752481761,0.191237505944833,-0.025878188370631,0.124032,0.047459063960428,1
102,0.15561,0.15379,0.16835,0.20520449556479,-0.057142131099124,0.159273398281069,0.09373,0.13394,0.13575,0.133035,0.20815786941646,-0.037700080838669,0.15566,0.06697,0.128957341928059,0.129646,0.133298,0.188644447964948,-0.047945842868403,0.128813914287238,0.075779,0.125994,0.131472,0.105908,0.197311530694483,-0.030246396901573,0.126936554112675,0.046563,1
103,0.145326,0.160864,0.168176,0.212979651628976,-0.040158975208306,0.170920443832796,0.096884,0.152208,0.141336,0.133182,0.245693101807926,-0.025526057603947,0.170337638025188,0.065232,0.120141121759663,0.160263435471089,0.141784296971333,0.181289,-0.043905756097561,0.14390628448056,0.077867854895329,0.138737780790785,0.14134442027947,0.114375,0.229754295389662,-0.032789755866373,0.145772451872773,0.04575,1
104,0.154056,0.154056,0.171479,0.207244028751132,-0.046615731870387,0.166934302825992,0.099036,0.14742,0.14378,0.137055182941529,0.221131872420056,-0.042035370414875,0.161162515803148,0.060976790666614,0.127887,0.140585,0.134236,0.185937212181962,-0.041046134434317,0.131527509749862,0.077095,0.118293,0.131131,0.122878,0.197174192089127,-0.040535503776513,0.136438999857079,0.049518,1
105,0.14742,0.162876535777854,0.15526452386944,0.176549381194044,-0.04214384472463,0.157432630035835,0.083724945506104,0.146188,0.155268,0.138016,0.218835535139977,-0.026293700866851,0.158902594264537,0.059928,0.149655,0.14148857373863,0.13274431493367,0.18321624503575,-0.026399216318139,0.147910538860488,0.071658740276396,0.132007500231345,0.13832,0.1365,0.203060540972391,-0.028992097157001,0.149309343646002,0.0546,1
106,0.163248,0.166896,0.165072,0.266492891912711,-0.007026159234355,0.173318395746095,0.084816,0.17376,0.16652,0.151135,0.261621710203874,-0.031132,0.169389795516141,0.064255,0.144531,0.147258,0.147258,0.253977267774106,0.003405794862904,0.163710874764018,0.070902,0.141648,0.148912,0.141648,0.251648723104251,-0.001351482468084,0.166322700170482,0.055388,1
107,0.163785,0.162352496038549,0.16104,0.210539491841792,-0.036066937875366,0.171224837713458,0.09699,0.159632,0.153283,0.142399,0.226795345465907,-0.029678005635123,0.171423,0.060769,0.133152,0.143724436260475,0.15048,0.198525034794104,-0.025873955149118,0.16781047824257,0.080256,0.14014,0.139275391625853,0.14105,0.217520458118311,-0.031906132155851,0.164833130771699,0.06006,1
108,0.13755,0.16506,0.172396,0.178817351266593,-0.056680609363793,0.166341373521442,0.093534,0.14014,0.14924,0.14105,0.197033388287366,-0.042468833278064,0.169348041618437,0.05915,0.113088,0.13770527889662,0.154128,0.167055399290176,-0.042835705065516,0.156218439065304,0.075696,0.133917,0.133017495958407,0.133006,0.183294467788856,-0.035918934048502,0.153437931842162,0.051016,1
109,0.163226,0.180649,0.158641,0.25588408093119,-0.006419,0.166101077931481,0.085281,0.171832,0.15801299652429,0.145326,0.251409818336516,-0.014508426277792,0.167301951512826,0.055754,0.130416,0.1596,0.137712,0.239966940123009,0.011031469490408,0.153313683146678,0.071136,0.149985,0.148221028175122,0.130896,0.238450989624703,-0.010820385226031,0.15016118742538,0.048177,1
110,0.16471,0.17472,0.17381,0.246625110238191,-0.020104640944844,0.173819528534627,0.09282,0.16744,0.16653,0.16835,0.259619666820524,-0.014487741489458,0.174956818672494,0.07462,0.135292,0.151636,0.16344,0.234307988118203,0.003829200326238,0.166203689249066,0.078996,0.147096,0.148004,0.152544,0.252482784522034,8.0748780508415E-05,0.16470879733639,0.065376,1
111,0.16471,0.14924,0.16835,0.242395031302211,-0.023894149512731,0.165659995170832,0.08463,0.168702,0.159632,0.156004,0.246810682815797,-0.025140694107583,0.166969314429329,0.064397,0.16326,0.143306,0.160412449426496,0.234148334619318,-0.018949485733456,0.152000319621374,0.069027407658118,0.148748,0.141492,0.141492,0.237677268961506,-0.015050298882247,0.154320659346051,0.055327,1
112,0.167262,0.149881525448916,0.177316,0.222470303681188,-0.041044950171963,0.163432298851849,0.085916,0.17233,0.157818,0.15419,0.227403911111924,-0.029089725670233,0.163282673425566,0.067118,0.130854467129327,0.134445731262412,0.160232710233617,0.206693191837564,-0.022612622715843,0.156218226849494,0.071783702885822,0.148004,0.139206443938187,0.155268,0.217080374165883,-0.026348999269095,0.154626828202612,0.059928,1
113,0.154804,0.171292,0.168544,0.220909879978239,-0.036868288813017,0.158510352721833,0.097096,0.157776,0.166759531319502,0.148250016076217,0.221736066240925,-0.044493796548816,0.161444608853935,0.063846513953387,0.14651,0.15296821538215,0.13832,0.209460177838175,-0.034103760056627,0.139277573571627,0.07098,0.14496,0.150396,0.142242,0.203146131481749,-0.03439354304653,0.140371536217283,0.057984,1
114,0.170544,0.169775994027333,0.17784,0.239006648275733,-0.037075231441207,0.161465215077428,0.082992,0.167808,0.172368,0.149568,0.262670249613465,-0.027001833564387,0.161550187966464,0.061104,0.139832,0.153622361809886,0.156176,0.229725794459395,-0.012079414388691,0.151611530959884,0.071732,0.146367100376302,0.154055122330019,0.145276884956794,0.251359395487815,-0.019280170644455,0.151522514828655,0.055696163243082,1
115,0.1188,0.1386,0.16665,0.27310615381203,0.02973320379926,0.20864835549316,0.086625,0.14025,0.132825,0.11055,0.283540870069907,0.038536180624514,0.209741546313552,0.061875,0.115443,0.124533,0.151803,0.259071378868836,0.040877206281234,0.197552282173606,0.07272,0.124533,0.119079,0.097621254210467,0.267020200527975,0.036920991433291,0.196881929775183,0.045486345467624,2
116,0.123223,0.129839,0.137282,0.224982002304629,-0.005789,0.173766456547286,0.077738,0.126896,0.134312,0.1236,0.210392873795668,-0.033064394749279,0.172233740713021,0.04944,0.105125613095695,0.115315672131147,0.130988037136359,0.21161544593909,0.000170315712701,0.17375215672906,0.068406079729802,0.106587597469554,0.1183,0.115051043145662,0.20048314068769,-0.035223564645979,0.172230572489323,0.050182189071423,2
117,0.158725,0.173237,0.185028,0.249431596276414,-0.05871731354583,0.219613901135607,0.094328,0.1589,0.157084,0.14074,0.270882439445602,0.018998153846154,0.222822903993283,0.064468,0.149985,0.157257,0.189072,0.240148097381595,-0.043842444707802,0.188198127155931,0.075447,0.156176,0.149655463194975,0.159808,0.255599984006259,-0.010896,0.188516632475758,0.060836,2
118,0.182508,0.17252,0.210656,0.272496836121082,-0.0568408,0.234714048322635,0.087168,0.165074,0.169609,0.169609,0.272222417462266,-0.015833248926377,0.233495695519211,0.074374,0.16288683399786,0.153662469550049,0.198187120739523,0.239757258261351,-0.039269733893005,0.201055512438729,0.072810843258405,0.16562,0.165664404075651,0.176692190756455,0.256645814304461,-0.028518676637103,0.197880540983696,0.060997158130523,2
119,0.17381,0.17472,0.19292,0.29575,-0.059796150264124,0.222131354157849,0.08099,0.167072,0.184324,0.1589,0.285943602495317,-0.005448,0.217988089362699,0.061744,0.15456,0.15732,0.19136,0.278797951211984,-0.052507835560788,0.194383612478007,0.07084,0.160512,0.155616471093616,0.171007177411919,0.259527703954703,-0.020650639073578,0.192570263124918,0.05655135436044,2
120,0.194312,0.156931429366548,0.184998500357114,0.316412921531343,-0.043357356543037,0.224305406978967,0.079924633699505,0.16109,0.18281,0.15747,0.2715,-0.029099230769231,0.220821854500409,0.064255,0.157896,0.166158,0.159732,0.286946595066051,-0.007964516364978,0.18826163514641,0.067014,0.156123,0.161736901399908,0.131810294666129,0.286927590665311,0.036022291223295,0.187387550613695,0.048397612441111,2
121,0.155952,0.16416,0.183312,0.253099307371632,-0.036011668899945,0.21710389387572,0.084816,0.16326,0.156911,0.132422,0.248544480341045,0.003424916939969,0.213152719009165,0.067118,0.142257038553072,0.15692090276557,0.172940486849753,0.233578475739953,-0.02667052746133,0.182813944418909,0.071675958347273,0.159775,0.150641885054381,0.120961894954023,0.249384408273653,0.001127568733518,0.18220241215198,0.052049008155776,2
122,0.142552,0.15244,0.163976,0.343632699352084,0.056973975451649,0.208478513732231,0.091464,0.130855209666564,0.133508861817884,0.122340774646131,0.314752366949003,0.025603065536014,0.212742850937464,0.058125919347568,0.122340498275569,0.110159280510003,0.15834,0.326938317882747,0.060470864870783,0.200038616771862,0.07917,0.125304,0.122739001372775,0.116164955592921,0.306645998062913,0.026003305138465,0.195523837973788,0.056303322104473,2
123,0.13974,0.154283942429615,0.16029,0.292891646046793,0.059532573231738,0.206557658245827,0.087954,0.145552,0.135628,0.126128292117565,0.306030229787843,0.041627704409753,0.204351013900103,0.067819042495453,0.122445,0.125610648166431,0.159157194171532,0.27988703261316,0.052729850547158,0.212472372728786,0.078007273077579,0.135755824751138,0.12829106573995,0.11648,0.303042297047788,0.041690731182699,0.210493445266117,0.06734,2
124,0.13858,0.13285007493148,0.164557295100049,0.253540499329003,0.046904,0.205059031500688,0.089383761388745,0.129324,0.135669327986676,0.113457265879216,0.267895297437264,0.0540508,0.203309609182645,0.072142054954097,0.11772918038565,0.121342599702484,0.149325,0.257950402257876,0.051335807161409,0.203625,0.078735,0.1183,0.113346165963094,0.12558,0.250785499780191,0.050105359443703,0.20111823512551,0.07189,2
125,0.176865,0.175958,0.200447,0.311101,0.013368042128335,0.227273641368725,0.100677,0.175244,0.179784,0.162099386480081,0.29928346667332,0.012061128807263,0.227654632072356,0.072645674778338,0.159984,0.158166,0.173619,0.283027627319313,0.017572661118967,0.194647020765795,0.076356,0.16362,0.158166,0.153621,0.268179649714515,0.007321788007356,0.195551232877729,0.052722,2
126,0.17108,0.145634830999005,0.20111,0.438925744061567,0.081799308932591,0.258287754452278,0.10556,0.197687,0.159425,0.145321823267313,0.41300865958597,0.052586967565738,0.240505725372599,0.070152915335002,0.143306,0.153283,0.175051,0.423631145334004,0.076632727949906,0.222941264197546,0.08163,0.17563,0.1547,0.1365,0.401311031744705,0.050454328168304,0.211860039176811,0.0546,2
127,0.155952,0.16416,0.19152,0.247178921043037,-0.004586172694141,0.219153429213417,0.099408,0.161424,0.16416,0.16416,0.250262172419245,-0.010165515526668,0.219945208013269,0.079344,0.116487,0.129129,0.191436,0.234505466413898,0.010304309610733,0.203193059197405,0.077658,0.138168,0.140895,0.147258,0.228377996492657,-0.013886673922779,0.207301829536066,0.053631,2
128,0.154128,0.145008,0.174192,0.217821038322748,-0.028527748806907,0.216299791955517,0.096672,0.148982,0.140756,0.13253,0.203922392316293,-0.036321570645106,0.215897557225643,0.063066,0.123574,0.131692,0.163262,0.20422881544973,-0.018732877447782,0.207061560865362,0.075768,0.134532728622017,0.134121789849201,0.124985041277238,0.199079301196784,-0.041412197102757,0.203520613818355,0.053661804712477,2
129,0.144372,0.177968,0.182508,0.316047918822447,0.072682819622,0.255206157073061,0.082628,0.170634746354759,0.145644,0.150224,0.315830105265473,0.038526423434419,0.254654589842791,0.067784,0.138446,0.169012,0.151931,0.311973725536302,0.063526131992356,0.233767659901878,0.074617,0.16653,0.14196,0.14924,0.295994898604689,0.035504568484521,0.237516973077715,0.05278,2
130,0.137775,0.110629119549018,0.152625,0.23394678481441,-0.020798490913158,0.165527157892595,0.0858,0.14025,0.155925,0.1419,0.249592157328711,-0.032206244626229,0.165876298035614,0.068475,0.101584,0.089793,0.142399,0.224388573784406,0.00689206091051,0.152594495133343,0.074374,0.129078,0.129987,0.13635,0.243226727061398,-0.021826365667095,0.150053847834702,0.060903,2
131,0.142552,0.13184,0.141728,0.245690216134058,0.010605900821208,0.16480823979401,0.088168,0.151984,0.166904736044773,0.15694,0.261080033284815,-0.037964563081906,0.163623073678501,0.066906,0.111069,0.110166,0.13545,0.231944475237071,0.031583816465129,0.153605582007947,0.071337,0.135408584154123,0.137864,0.14512,0.245433596673316,0.032974912707111,0.14602981674302,0.061676,2
132,0.144375,0.150975,0.1584,0.245026388884953,-0.011746514672756,0.165002062487109,0.091575,0.146316,0.143028,0.146316,0.233540601352313,-0.041003294117647,0.156182163142915,0.06576,0.111315,0.118555,0.13394,0.22806,0.03870133515724,0.145806145017966,0.076925,0.13213,0.125795,0.142085,0.230776774502981,-0.033708631776924,0.145716241802347,0.06154,2
133,0.13264,0.126008,0.147562,0.23342643955859,-0.000330671291159,0.170872566215294,0.089532,0.146672,0.150775207082748,0.165624,0.249836473878415,-0.034230758521953,0.162403271888223,0.07416,0.10848,0.097632,0.138312,0.215637636789128,0.011069464110359,0.153775687857346,0.075936,0.126073,0.134236,0.157818,0.241595926803413,-0.018448634065333,0.151479861885995,0.061676,2
134,0.137448,0.135792,0.152352,0.228623979844635,0.008140972919819,0.161493965658163,0.096876,0.14432,0.13776,0.14596,0.241148323651648,-0.027618101072473,0.160728367129141,0.07298,0.100912,0.115328,0.145487377636169,0.210851326211148,0.019457417663596,0.150685347562396,0.081215042479826,0.138472,0.122985,0.135800611115819,0.236091410690859,-0.020312863678696,0.149540032583252,0.064706656883199,2
135,0.189154,0.180068,0.194936,0.355183841839687,0.046881984621181,0.218896233873495,0.071036,0.174075,0.18975,0.1452,0.360728832539069,0.03984568683445,0.217102006554523,0.043725,0.17014,0.16833,0.17738,0.343053497650148,0.043243853007837,0.20921360866349,0.06516,0.16653,0.18473,0.13559,0.356186833698271,0.023931161873788,0.20776716968761,0.04095,2
136,0.132023822699409,0.15618,0.183306,0.212912281374279,-0.015965488378486,0.180244939146707,0.074802,0.153822,0.138109,0.162919,0.228325399430287,-0.042610581840116,0.177853074896106,0.054582,0.110946,0.134398,0.165968,0.200373975835187,-0.009229099671215,0.171780684234287,0.06314,0.135143,0.12698,0.152376,0.221844487028639,-0.044712440307712,0.168711752406286,0.042629,2
