
Speech data, V

sample rate = 7418 Hz

#   0.0065352V
#   -0.0078097V
#   -0.055054V
#   -0.071228V
#   -0.10695V
#   -0.11917V
#   -0.11572V
#   -0.11628V
#   -0.092164V
#   -0.072553V
#   -0.053557V
#   -0.045585V
#   -0.042131V
#   -0.028464V
#   -0.016618V
#   0.017235V
#   0.025108V
#   0.02238V
#   0.025053V
#   0.0083329V
#   -0.0037041V
#   0.016145V
#   0.024596V
#   0.022105V
#   0.024297V
#   0.021349V
#   0.038707V
#   0.047796V
#   0.046401V
#   0.044549V
#   0.062326V
#   0.06944V
#   0.075785V
#   0.096156V
#   0.11439V
#   0.14452V
#   0.18138V
#   0.17357V
#   0.17703V
#   0.15263V
#   0.15297V
#   0.16558V
#   0.18543V
#   0.17935V
#   0.16077V
#   0.13607V
#   0.097992V
#   0.056419V
#   0.028629V
#   -0.013533V
#   -0.032967V
#   -0.047458V
#   -0.074844V
#   -0.10831V
#   -0.13486V
#   -0.16105V
#   -0.17868V
#   -0.18698V
#   -0.16246V
#   -0.16476V
#   -0.15298V
#   -0.14147V
#   -0.14946V
#   -0.1509V
#   -0.17115V
#   -0.19513V
#   -0.24945V
#   -0.22571V
#   -0.31026V
#   -0.30206V
#   -0.29138V
#   -0.29811V
#   -0.28337V
#   -0.2428V
#   -0.29609V
#   -0.24469V
#   -0.24099V
#   -0.26415V
#   -0.23728V
#   -0.24515V
#   -0.28973V
#   -0.22694V
#   -0.23603V
#   -0.22269V
#   -0.20137V
#   -0.22904V
#   -0.21657V
#   -0.23703V
#   -0.20936V
#   -0.18959V
#   -0.18977V
#   -0.16523V
#   -0.11391V
#   -0.077233V
#   -0.060002V
#   -0.010265V
#   0.021003V
#   0.030198V
#   0.052516V
#   0.070474V
#   0.086484V
#   0.086999V
#   0.068963V
#   0.063004V
#   0.044092V
#   0.04726V
#   0.045886V
#   0.046874V
#   0.045066V
#   0.024079V
#   0.022909V
#   0.021588V
#   0.036817V
#   0.062767V
#   0.076599V
#   0.11091V
#   0.1157V
#   0.095808V
#   0.08555V
#   0.068083V
#   0.071272V
#   0.065135V
#   0.023197V
#   -0.017183V
#   -0.062648V
#   -0.093733V
#   -0.1207V
#   -0.15604V
#   -0.17714V
#   -0.20267V
#   -0.23837V
#   -0.26383V
#   -0.28541V
#   -0.31229V
#   -0.32445V
#   -0.33353V
#   -0.33712V
#   -0.31444V
#   -0.30207V
#   -0.28859V
#   -0.26041V
#   -0.25475V
#   -0.25041V
#   -0.21964V
#   -0.22445V
#   -0.23027V
#   -0.21766V
#   -0.22009V
#   -0.22622V
#   -0.24823V
#   -0.25701V
#   -0.27724V
#   -0.30129V
#   -0.3279V
#   -0.37185V
#   -0.4044V
#   -0.44883V
#   -0.49067V
#   -0.50786V
#   -0.52707V
#   -0.53609V
#   -0.50411V
#   -0.48401V
#   -0.46605V
#   -0.46286V
#   -0.46361V
#   -0.46375V
#   -0.46264V
#   -0.46853V
#   -0.50626V
#   -0.53131V
#   -0.57708V
#   -0.61433V
#   -0.63988V
#   -0.66945V
#   -0.6945V
#   -0.70355V
#   -0.72211V
#   -0.71695V
#   -0.72737V
#   -0.74405V
#   -0.74116V
#   -0.74265V
#   -0.74161V
#   -0.77969V
#   -0.81891V
#   -0.85189V
#   -0.86159V
#   -0.88079V
#   -0.88927V
#   -0.88406V
#   -0.87184V
#   -0.86536V
#   -0.88117V
#   -0.89829V
#   -0.89863V
#   -0.8855V
#   -0.9228V
#   -0.9024V
#   -0.8584V
#   -0.85251V
#   -0.83996V
#   -0.81739V
#   -0.78862V
#   -0.7906V
#   -0.77454V
#   -0.74903V
#   -0.70296V
#   -0.67205V
#   -0.6742V
#   -0.65906V
#   -0.63208V
#   -0.59791V
#   -0.56196V
#   -0.53182V
#   -0.51267V
#   -0.49583V
#   -0.47017V
#   -0.46124V
#   -0.44187V
#   -0.44052V
#   -0.43902V
#   -0.44783V
#   -0.46696V
#   -0.45307V
#   -0.4738V
#   -0.48121V
#   -0.46111V
#   -0.46597V
#   -0.48676V
#   -0.51001V
#   -0.50973V
#   -0.51352V
#   -0.49264V
#   -0.49491V
#   -0.4974V
#   -0.48449V
#   -0.48044V
#   -0.48769V
#   -0.4857V
#   -0.4677V
#   -0.44923V
#   -0.42745V
#   -0.39379V
#   -0.33868V
#   -0.29558V
#   -0.2698V
#   -0.23886V
#   -0.19968V
#   -0.1605V
#   -0.16421V
#   -0.14393V
#   -0.15099V
#   -0.17688V
#   -0.20674V
#   -0.28007V
#   -0.34147V
#   -0.37915V
#   -0.43218V
#   -0.43324V
#   -0.46438V
#   -0.4968V
#   -0.51939V
#   -0.53486V
#   -0.51139V
#   -0.51207V
#   -0.49731V
#   -0.47864V
#   -0.45191V
#   -0.41605V
#   -0.35618V
#   -0.30177V
#   -0.24658V
#   -0.2239V
#   -0.19424V
#   -0.16324V
#   -0.11822V
#   -0.093348V
#   -0.060786V
#   -0.047868V
#   -0.090478V
#   -0.13943V
#   -0.20477V
#   -0.29463V
#   -0.39374V
#   -0.50093V
#   -0.61934V
#   -0.72962V
#   -0.83607V
#   -0.90832V
#   -0.93198V
#   -0.95948V
#   -0.97318V
#   -0.96637V
